segment_id,emotion,valence,arousal,sentence_index,sentence_korean,endings_found,split,anger,disgust,fear,happiness,neutral,sadness,surprise
Sess14_impro03_F024,sadness,3.3,2.5,1,엄마 마음 알지?,지,train,0.0,0.0,0.0,0.0,0.3,0.7,0.0
Sess14_impro03_F025,sadness,2.8,2.4,1,엄마가 더 미안해.,어,train,0.0,0.0,0.0,0.0,0.1,0.9,0.0
Sess14_impro03_F025,sadness,2.8,2.4,2,엄마가 자꾸 모른척 한거야.,야,train,0.0,0.0,0.0,0.0,0.1,0.9,0.0
Sess14_impro03_F025,sadness,2.8,2.4,3,진짜 엄마가 미안해.,어,train,0.0,0.0,0.0,0.0,0.1,0.9,0.0
Sess14_impro03_M020,sadness,2.5,1.8,1,아냐 엄마 내가 더 미안해.,어,train,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sess14_impro03_M020,sadness,2.5,1.8,2,나도 나 엄마한테 투정부리고 싶었어.,어,train,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sess14_impro03_F026,sadness,3.3,2.3,1,우리 우리 아들 아프지마.,어,train,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sess14_impro03_F026,sadness,3.3,2.3,2,아들이 아프면 엄마도 아퍼.,어,train,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sess14_impro03_M022,sadness,2.4,2.1,1,엄마가 뭐라고 하니까 그러지.,지,train,0.0,0.0,0.0,0.0,0.1,0.9,0.0
Sess14_impro03_F029,happiness,4.2,3.8,1,엄마가 뭐 해줄게.,ᆯ게,train,0.0,0.0,0.0,0.8,0.2,0.0,0.0
Sess14_impro03_F029,happiness,4.2,3.8,2,김치찌개 해먹을까?,을까,train,0.0,0.0,0.0,0.8,0.2,0.0,0.0
Sess14_impro03_F030,happiness,4.1,3.7,1,오랜만에 엄마가 실 실력발휘 좀 해볼게.,ᆯ게,train,0.0,0.0,0.0,0.8,0.2,0.0,0.0
Sess14_impro04_F007,anger,2.1,3.6,1,아 저 죄송한데 지금 저랑 싸우자고 하시는 거 아니잖아요.,잖아요,train,0.8,0.0,0.0,0.0,0.2,0.0,0.0
Sess14_impro04_M008,anger,1.5,4.8,1,싸우자는 거예요 말 나온 김에 하나만 더 합시다.,예요 | ᆸ시다,train,0.9,0.1,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_M008,anger,1.5,4.8,2,탕수육 이거 뭐에요?,에요,train,0.9,0.1,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_M008,anger,1.5,4.8,3,고기 튀김이야 탕수육이야?,야,train,0.9,0.1,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_M008,anger,1.5,4.8,4,o/ 탕수육이라고 하는 건 바삭바삭함이 생명인데 이거는 그냥 퍼석퍼석한 고기튀김이잖아요.,잖아요,train,0.9,0.1,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_F008,anger,1.7,4.2,1,그건 본인 의견이고 왜 제 요리를 무시하면서 말하세요?,세요,train,0.9,0.1,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_M009,anger,1.5,4.9,1,하 억울합니까?,ᆸ니까,train,0.5,0.5,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_M009,anger,1.5,4.9,2,분해요?,어요,train,0.5,0.5,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_M009,anger,1.5,4.9,3,자존심 상해요?,어요,train,0.5,0.5,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_M009,anger,1.5,4.9,4,그 마인드로 요리를 하세요.,세요,train,0.5,0.5,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_M009,anger,1.5,4.9,5,인기만 쫓지 말고.,고,train,0.5,0.5,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_F009,anger,1.7,4.0,1,본인이 그런 의견이 있는 것처럼 저도 제 음식에 일가견이 있구요.,구요,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_F009,anger,1.7,4.0,2,저도 피랑 땀 흘려서 이 가게 지켜온 거예요 우리 아빠가 했던 방법 그대로 지켜왔던 거라구요.,예요 | 라구요,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_M010,anger,1.6,4.3,1,본인의 의견이 전혀 안 들어가있어요.,어요,train,0.6,0.3,0.0,0.0,0.0,0.0,0.1
Sess14_impro04_M010,anger,1.6,4.3,2,내가 봤을 때 그냥 언론에서 만들어주는대로 언론이 좋아할만한 요리 그런 걸 한 거야 당신은.,야,train,0.6,0.3,0.0,0.0,0.0,0.0,0.1
Sess14_impro04_F011,anger,1.6,4.7,1,수석주방장이라는 사람이 한 사람의 인격을 무시하고 내가 만든 요리를 땅바닥에 던져놓고 그래도 되는 거예요?,예요,train,0.9,0.1,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_F011,anger,1.6,4.7,2,되는 거냐구요.,냐구요,train,0.9,0.1,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_F011,anger,1.6,4.7,3,인성부터 챙기세요 인성부터.,세요,train,0.9,0.1,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_F011,anger,1.6,4.7,4,남에 음식 요리 이거 지적할 때보다 인성을 챙기시라고요.,라고요,train,0.9,0.1,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_F012,anger,1.6,4.4,1,참 지금 말 다 한 거예요?,예요,train,0.7,0.3,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_F012,anger,1.6,4.4,2,b/ 아 그래요 요리를 그렇게 잘하세요?,세요,train,0.7,0.3,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_F012,anger,1.6,4.4,3,요리만 잘하면 됐다?,다,train,0.7,0.3,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_F012,anger,1.6,4.4,4,그래 뭐 소문 들었죠.,죠,train,0.7,0.3,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_F012,anger,1.6,4.4,5,뭐 아주 화려한 수상경력도 있다고 하구 아 그렇다고 이렇게 열심히 만든 자기가 요리사면 알 거 아니야 요리 얼마나 열심히 (해야지),구 | 야 | 어야지,train,0.7,0.3,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_M012,anger,1.4,4.8,1,(해야지+열심히) 한 건 중요하지 않아요.,어야지 | 어요,train,0.9,0.1,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_M012,anger,1.4,4.8,2,맛이 있냐 없냐가 중요하지.,냐 | 냐 | 지,train,0.9,0.1,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_F013,anger,1.5,4.4,1,"그래서 이렇게 깔아뭉개고 자근자근 밟고, 좀 더 좋게 얘기할 수 없어요?",어요,train,0.6,0.4,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_M013,anger,1.6,4.0,1,b/ 좋게 얘기하면 알아듣습니까 당신이?,습니까,train,0.4,0.6,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_F014,anger,1.5,4.6,1,이렇게 얘기하는 건요.,요,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_F014,anger,1.5,4.6,2,저희 아버질 욕하는 거예요.,예요,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_F015,anger,1.5,4.5,1,저는 이런 사람이랑 같이 일을 할 수가 없을 거 같애요.,애요,train,0.8,0.2,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_F015,anger,1.5,4.5,2,이 시간 이후로는 여기 안 들어올게요.,ᆯ게요,train,0.8,0.2,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_F015,anger,1.5,4.5,3,그리고 그쪽이 그렇게 요리를 잘하시면 그쪽 혼자 해먹고 혼자 다 처 드세요.,어요,train,0.8,0.2,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_M014,anger,1.7,4.7,1,뭐 그렇게 하십쇼.,ᆸ쇼,train,0.8,0.2,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_M014,anger,1.7,4.7,2,o/ 그건 그렇게 하는데 미연 씨 한 마디만 드릴게요 앞으로도 요리를 그런 태도로 접하면 당신은 평생 제대로 된 요리 못 만들어 알어?,ᆯ게요 | 어 | 어,train,0.8,0.2,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_F016,anger,1.7,4.0,1,b/ 그래 내 요리는 인기뿐이다.,다,train,0.7,0.3,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_F016,anger,1.7,4.0,2,뭐 알겠어요.,어요,train,0.7,0.3,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_F016,anger,1.7,4.0,3,알겠고 좋아요.,어요,train,0.7,0.3,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_F016,anger,1.7,4.0,4,당신이 내 짬뽕이 그렇게 맛이 없다고 하니까 당신이 한번 짬뽕을 만들어봐요.,어요,train,0.7,0.3,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_F016,anger,1.7,4.0,5,당신 짬뽕을 내가 먹어볼게요.,ᆯ게요,train,0.7,0.3,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_F016,anger,1.7,4.0,6,근데 당신 짬뽕이 너무 맛있으면 이렇게 인성이 더러워도 내가 당신 밑에서 개처럼 일할테니까 근데 당신 짬뽕이 맛이 없으면 당신이 여기서 나가세요.,세요,train,0.7,0.3,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_F017,anger,1.5,4.1,1,근데 당신이 맛이 없으면 당신 짬뽕이 맛이 없으면 여기 내 가게에서 니가 나가라구.,라구,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sess14_impro04_M016,anger,2.3,3.4,1,알겠어요.,어요,train,0.3,0.3,0.0,0.0,0.4,0.0,0.0
Sess14_impro04_M016,anger,2.3,3.4,2,그렇게 하시죠.,죠,train,0.3,0.3,0.0,0.0,0.4,0.0,0.0
Sess15_script01_F012,happiness,4.2,3.9,1,어 맛있겠다.,다,train,0.0,0.0,0.0,0.9,0.1,0.0,0.0
Sess15_script01_M016,happiness,3.9,3.5,1,어 방금 전엔 한다고 했잖아.,잖아,train,0.0,0.0,0.0,0.6,0.3,0.0,0.1
Sess15_script01_M020,sadness,2.6,2.2,1,미안해 사실 이번에도 월급을 못 받았어.,어 | 어,train,0.0,0.1,0.0,0.0,0.1,0.8,0.0
Sess15_script01_M020,sadness,2.6,2.2,2,b/ 가게 사정도 어렵구 b/ 근데 오늘 우리 만난지 100일인데 선물 사줄.,구,train,0.0,0.1,0.0,0.0,0.1,0.8,0.0
Sess15_script01_M022,happiness,3.0,3.4,1,미안해 아 근데 나 다음에 만날땐 내가 진짜 멋진 선물 사줄게.,어 | ᆯ게,train,0.0,0.0,0.0,0.1,0.3,0.4,0.2
Sess15_script01_M022,happiness,3.0,3.4,2,내가 지금 비록 중국집 배달하고 있진만은 어 열심히 일하면은 나 제주도 앞바다에 펜션 짓고 어 우리도 멋있게 살 수 있어.,어,train,0.0,0.0,0.0,0.1,0.3,0.4,0.2
Sess15_script01_F031,happiness,3.8,3.3,1,b/ 미장원에서 샴푸하면서 동네 아줌마들이 주는 팁 좀 모았지 으이그 오빠는 돈 걱정 하지마 내가 먹여 (살릴게),어 | ᆯ게,train,0.0,0.0,0.0,0.3,0.7,0.0,0.0
Sess15_script01_F033,happiness,3.8,3.4,1,대신 프로포즈는 내가 먼저 했으니까 결혼식은 정말 멋있게 해줘야돼?,어,train,0.0,0.0,0.0,0.5,0.5,0.0,0.0
Sess15_script01_F033,happiness,3.8,3.4,2,알았어?,어,train,0.0,0.0,0.0,0.5,0.5,0.0,0.0
Sess15_script01_M031,happiness,4.1,4.3,1,어 여진아 정말 사랑해.,어,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sess15_script02_M002,anger,2.9,2.7,1,야 친오빠한테 오지구 지리구가 뭐냐.,냐,train,0.5,0.1,0.0,0.0,0.4,0.0,0.0
Sess15_script02_M005,anger,2.3,3.5,1,이거 10분이면 끝나 조금만 기달려.,어 | 어,train,0.7,0.0,0.0,0.0,0.3,0.0,0.0
Sess15_script02_M007,anger,1.9,3.8,1,(불쌍하다 불쌍해+야 개소리 하지) 말고 빨리 보기나 해.,어 | 어,train,0.6,0.3,0.0,0.0,0.1,0.0,0.0
Sess15_script02_M011,happiness,4.5,4.9,1,네 개 맞았어.,어,train,0.0,0.0,0.0,0.5,0.0,0.0,0.5
Sess15_script02_M012,happiness,4.9,5.0,1,다섯 제발 제발 야 어떡해.,어,train,0.0,0.0,0.0,0.6,0.0,0.0,0.4
Sess15_script02_M016,happiness,5.0,5.0,1,1등 1등이야 1등 1등이라고 1등.,야,train,0.0,0.0,0.0,0.7,0.0,0.0,0.3
Sess15_script02_M016,happiness,5.0,5.0,2,u/ 이거 어떡하냐?,냐,train,0.0,0.0,0.0,0.7,0.0,0.0,0.3
Sess15_script02_M016,happiness,5.0,5.0,3,o/ (오빠 어떡해 어떡해+어떡해 어떻게해야 되지) b/ 야야 야 나 나좀 꼬집어줘봐.,어 | 어 | 어 | 지 | 어,train,0.0,0.0,0.0,0.7,0.0,0.0,0.3
Sess15_script02_M016,happiness,5.0,5.0,4,이거 진짜야?,야,train,0.0,0.0,0.0,0.7,0.0,0.0,0.3
Sess15_script02_F014,happiness,4.8,4.8,1,o/ 얼마든지 (꼬집어줄게),ᆯ게,train,0.0,0.0,0.0,0.8,0.0,0.0,0.2
Sess15_script02_M017,happiness,5.0,4.8,1,o/ N/ (꼬집어줄게+야 진짜) 꼬집으면 어떡해 아.,ᆯ게 | 어,train,0.0,0.0,0.0,0.6,0.0,0.0,0.4
Sess15_script02_F015,happiness,5.0,4.9,1,아 제대로 u/ 꼬집어야지 꿈인지 아닌지 알 수 있지.,지,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sess15_script02_M018,happiness,4.8,4.5,1,야 나 야 심장 뛰는거 봐.,어,train,0.0,0.0,0.0,0.5,0.0,0.0,0.5
Sess15_script02_M018,happiness,4.8,4.5,2,b/ 야 미칠 거 같은데 어떡해 어떡하냐.,어 | 냐,train,0.0,0.0,0.0,0.5,0.0,0.0,0.5
Sess15_script02_F016,happiness,4.9,4.9,1,나 잊지마 나 잊으면 안돼.,어 | 어,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sess15_script02_F016,happiness,4.9,4.9,2,아 나 마침 구두 새로 (사야는데),는데,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sess15_script02_F020,happiness,4.4,4.0,1,아 그 내 친구 은지랑 소개팅 하고 싶다고 했지?,지,train,0.0,0.0,0.0,0.8,0.2,0.0,0.0
Sess15_script02_F020,happiness,4.4,4.0,2,내가 바로 주선해줄게.,ᆯ게,train,0.0,0.0,0.0,0.8,0.2,0.0,0.0
Sess15_script02_M023,happiness,4.1,3.6,1,오우 씨 야 돈이 좋긴 좋다?,다,train,0.0,0.0,0.0,0.8,0.0,0.0,0.2
Sess15_script02_F021,happiness,4.4,4.4,1,지금 전화 걸게 내 친구들 많아.,ᆯ게 | 어,train,0.0,0.0,0.0,0.7,0.3,0.0,0.0
Sess15_script02_M024,happiness,4.3,3.4,1,아이 씨 진작 그럴 u/ 야 얼마 필요하냐?,냐,train,0.0,0.0,0.0,0.9,0.1,0.0,0.0
Sess15_script02_F022,happiness,4.7,4.9,1,진짜지?,지,train,0.0,0.0,0.0,0.9,0.0,0.0,0.1
Sess15_script02_F022,happiness,4.7,4.9,2,(진짜지+알았어) 아 진짜 오빠가 정말 짱이야 오빠 최고.,어 | 야,train,0.0,0.0,0.0,0.9,0.0,0.0,0.1
Sess15_script02_F022,happiness,4.7,4.9,3,나한테는 역시 우리오빠야 오빠 나 천만 원 아니 1억만 나 1억만 주라 응?,야,train,0.0,0.0,0.0,0.9,0.0,0.0,0.1
Sess15_script02_M025,happiness,4.3,3.6,1,(응+1억) b/ o/ 알았어 오케이 o/ 돈 찾으면 바로 바로 현금으로 (줄게),어 | ᆯ게,train,0.0,0.0,0.0,0.7,0.3,0.0,0.0
Sess15_script02_F023,happiness,4.9,5.0,1,(줄게+아) 오빠.,ᆯ게,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sess15_script02_F023,happiness,4.9,5.0,2,o/ 아 나 생각만 해도 너무 좋아.,어,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sess15_script02_M026,happiness,4.5,4.5,1,야 야 나도 너무 놀래가지고 이게 꿈인가?,ᆫ가,train,0.0,0.0,0.0,0.6,0.0,0.0,0.4
Sess15_script02_M026,happiness,4.5,4.5,2,생시인가?,ᆫ가,train,0.0,0.0,0.0,0.6,0.0,0.0,0.4
Sess15_script02_M026,happiness,4.5,4.5,3,싶다.,다,train,0.0,0.0,0.0,0.6,0.0,0.0,0.4
Sess15_script02_M027,happiness,4.5,4.2,1,야 내일 날 밝으면은 이제 고주홍의 시대가 열리는 거야.,야,train,0.0,0.0,0.0,0.9,0.0,0.0,0.1
Sess15_script02_M028,happiness,5.0,5.0,1,두고 봐 o/ 내가 이 돈으로 세상을 깜짝 놀라게 할거니까.,어 | 니까,train,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sess15_script03_M002,anger,1.4,4.1,1,이 씨 그러니까 야 날 말렸어야지 술 먹어서 운전 안한다고 했잖아.,어야지 | 잖아,train,0.6,0.0,0.1,0.0,0.0,0.0,0.3
Sess15_script03_M010,happiness,4.0,4.9,1,s/ 오 야 오 야 고라니였어.,어,train,0.0,0.0,0.1,0.8,0.0,0.0,0.1
Sess15_script03_M010,happiness,4.0,4.9,2,아유 고라니였다고 씨 야 너 나랑 술 마셔서 고라니를 사람으로 착각한 거야 그치?,다고 | 야,train,0.0,0.0,0.1,0.8,0.0,0.0,0.1
Sess15_script03_M014,anger,2.0,4.1,1,(데려가야지+야야) 우리 술 마셨잖아.,어야지 | 잖아,train,0.6,0.0,0.0,0.0,0.4,0.0,0.0
Sess15_script03_M016,anger,2.0,4.2,1,야 나 공무원 시험 못보면 우리 결혼도 못해 그찮아?,어 | 어,train,0.8,0.1,0.0,0.0,0.1,0.0,0.0
Sess15_script03_M016,anger,2.0,4.2,2,가자 어?,자,train,0.8,0.1,0.0,0.0,0.1,0.0,0.0
Sess15_script03_F012,anger,1.7,3.1,1,자기 무섭게 왜 이래?,어,train,0.0,0.2,0.8,0.0,0.0,0.0,0.0
Sess15_script03_F013,anger,1.6,3.8,1,이건 사람이 사람이면 이러면 안되는 거잖아 당신 이런 사람 아니잖아 (왜이러는데),잖아 | 잖아 | 는데,train,0.3,0.4,0.3,0.0,0.0,0.0,0.0
Sess15_script03_M017,anger,1.8,4.9,1,(왜이러는데+야 너) 내가 망가지길 바라냐?,냐,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sess15_script03_M017,anger,1.8,4.9,2,내가 인생 망하길 바라냐고.,냐고,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sess15_script03_F014,anger,2.0,4.1,1,사람 목숨 달린 거잖아.,잖아,train,0.4,0.0,0.4,0.0,0.2,0.0,0.0
Sess15_script03_F014,anger,2.0,4.1,2,일단 찾아보자 응?,자,train,0.4,0.0,0.4,0.0,0.2,0.0,0.0
Sess15_script03_F014,anger,2.0,4.1,3,그 혹 혹시 모르니까 경찰에 신고도 해보고 내가 (전화할게),ᆯ게,train,0.4,0.0,0.4,0.0,0.2,0.0,0.0
Sess15_script03_M018,anger,1.7,4.5,1,(전화할게+너) 전화기 내려놔라.,ᆯ게 | 어라,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sess15_script03_F015,anger,1.9,3.2,1,n/ 지섭씨 왜이래.,어,train,0.0,0.0,0.9,0.0,0.0,0.0,0.1
Sess15_script03_M019,anger,2.1,3.8,1,자꾸 이러면 나도 더이상 안 참아.,어,train,0.5,0.1,0.0,0.0,0.4,0.0,0.0
Sess15_script03_M020,anger,1.6,3.9,1,너 죽고싶어?,어,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sess15_script03_F016,anger,1.7,2.8,1,b/ n/ 지금 계속 무슨 말이야.,야,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sess15_script03_M021,anger,1.7,4.2,1,너 지금 나한테 하는 행동이 되게 이상한데.,ᆫ데,train,0.9,0.1,0.0,0.0,0.0,0.0,0.0
Sess15_script03_M022,anger,1.7,4.4,1,너 지금 내 인생 망치려고 작정한애 같애.,애,train,0.8,0.2,0.0,0.0,0.0,0.0,0.0
Sess15_script03_M022,anger,1.7,4.4,2,너 입만 뻥끗해봐.,어,train,0.8,0.2,0.0,0.0,0.0,0.0,0.0
Sess15_script03_M022,anger,1.7,4.4,3,너도 똑같이 만들어 줄테니까.,니까,train,0.8,0.2,0.0,0.0,0.0,0.0,0.0
Sess15_script03_F017,anger,1.8,2.6,1,지섭씨 무서워.,어,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sess15_script03_M023,anger,1.7,4.0,1,야 너 진짜 무서운게 뭔지 알어?,어,train,0.5,0.3,0.1,0.0,0.1,0.0,0.0
Sess15_script03_M023,anger,1.7,4.0,2,너 오늘 있었던 일은 너랑 나랑만 아는거야 아무도 못 봤어.,어,train,0.5,0.3,0.1,0.0,0.1,0.0,0.0
Sess15_script03_M023,anger,1.7,4.0,3,그러니까 너는 그냥 입 닥치고 우린 오늘 그냥 우린 고라니 친거야.,야,train,0.5,0.3,0.1,0.0,0.1,0.0,0.0
Sess15_script03_M023,anger,1.7,4.0,4,어차피 살았는지 죽었는지도 모르는데 알바 없잖아.,잖아,train,0.5,0.3,0.1,0.0,0.1,0.0,0.0
Sess15_script03_M024,anger,1.7,4.5,1,그리고 너도 똑바로 들어.,어,train,0.9,0.1,0.0,0.0,0.0,0.0,0.0
Sess15_script03_M025,anger,1.5,4.4,1,너 이 차에서 내려도 경찰에 전화해도 넌 죽어.,어,train,0.9,0.1,0.0,0.0,0.0,0.0,0.0
Sess15_script03_M025,anger,1.5,4.4,2,알았어?,어,train,0.9,0.1,0.0,0.0,0.0,0.0,0.0
Sess15_script03_F018,anger,1.6,2.7,1,아 아 알았어.,어,train,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sess15_script03_M027,happiness,3.3,4.1,1,음 잊으면 돼 그냥 잊으면 돼.,어 | 어,train,0.0,0.0,0.1,0.8,0.1,0.0,0.0
Sess15_script03_M027,happiness,3.3,4.1,2,b/ 그래 b/ 이대로 가면 돼.,어,train,0.0,0.0,0.1,0.8,0.1,0.0,0.0
Sess15_script03_M027,happiness,3.3,4.1,3,그럼 우리는 아무 일도 없는 거야.,야,train,0.0,0.0,0.1,0.8,0.1,0.0,0.0
Sess15_script03_M027,happiness,3.3,4.1,4,음 그럼 그러면 이제 그냥 전처럼 돌아가면 되는 거야.,야,train,0.0,0.0,0.1,0.8,0.1,0.0,0.0
Sess15_script03_M027,happiness,3.3,4.1,5,b/ 그 사람이 사람이 죽었든 살았든 그거 우린 사람을 친 적이 없어.,어,train,0.0,0.0,0.1,0.8,0.1,0.0,0.0
Sess15_script03_M028,happiness,3.4,4.5,1,어 그냥 가면 돼.,어,train,0.0,0.0,0.2,0.7,0.1,0.0,0.0
Sess15_script03_M028,happiness,3.4,4.5,2,어 u/ l/ 아무 일도 없어.,어,train,0.0,0.0,0.2,0.7,0.1,0.0,0.0
Sess15_script03_M028,happiness,3.4,4.5,3,n/ 어 (응 아무 일도 없어),어,train,0.0,0.0,0.2,0.7,0.1,0.0,0.0
Sess15_script03_M031,anger,2.1,4.2,1,(어떡해+야) 뭘 어떡해.,어 | 어,train,0.3,0.2,0.1,0.0,0.2,0.0,0.2
Sess15_script03_M031,anger,2.1,4.2,2,야 이왕 이렇게 된 거 u/ 확실하게 해야지.,어야지,train,0.3,0.2,0.1,0.0,0.2,0.0,0.2
Sess15_script03_M032,anger,1.8,3.9,1,완전히 끝장 내야지.,어야지,train,0.4,0.2,0.1,0.0,0.2,0.0,0.1
Sess15_script03_M033,anger,1.8,4.2,1,이미 늦었어.,어,train,0.5,0.2,0.2,0.0,0.0,0.0,0.1
Sess15_script04_M019,happiness,3.5,3.3,1,잘하시네요.,네요,train,0.0,0.2,0.0,0.4,0.3,0.0,0.1
Sess15_script04_M019,happiness,3.5,3.3,2,아 근데 좀만 더 크게 해봐요.,어요,train,0.0,0.2,0.0,0.4,0.3,0.0,0.1
Sess15_script04_M020,anger,1.9,4.1,1,아니 뭐 말을 그렇게 합니까?,ᆸ니까,train,0.8,0.0,0.0,0.0,0.0,0.0,0.2
Sess15_script04_F020,anger,1.7,4.6,1,b/ 신성 좋아하고 있네.,네,train,0.9,0.1,0.0,0.0,0.0,0.0,0.0
Sess15_script04_F020,anger,1.7,4.6,2,이력서 한줄 채우려고 내가 특기를 좀 과장되게 썼지만은 그렇다고 이런 식으로 엮는게 오히려 신성모독 아닌가?,ᆫ가,train,0.9,0.1,0.0,0.0,0.0,0.0,0.0
Sess15_script04_M021,anger,1.9,4.2,1,아니 뭐 지금 뭐라고 하는 (겁니까),ᆸ니까,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sess15_script04_F021,anger,1.5,4.9,1,(겁니까+당신들) 습관인 거 같은데 가뜩이나 취직 안 돼서 괴로워 죽겠는데 사람 갖고 놀아?,ᆸ니까 | 어,train,0.9,0.1,0.0,0.0,0.0,0.0,0.0
Sess15_script04_F022,anger,1.3,5.0,1,아무리 약자라도 기본적이고 인간적인 대우는 해줘야 되는 거 아냐?,냐,train,0.9,0.1,0.0,0.0,0.0,0.0,0.0
Sess15_script04_F022,anger,1.3,5.0,2,b/ 시간 때우려고.,려고,train,0.9,0.1,0.0,0.0,0.0,0.0,0.0
Sess15_script04_F022,anger,1.3,5.0,3,니들 심심풀이로 땅콩으로 채우려고 이씨 지원자 갖다 놓고 놀지 (말라구),지 | 라구,train,0.9,0.1,0.0,0.0,0.0,0.0,0.0
Sess15_script04_M022,anger,1.5,4.8,1,(말라구+아나) 진짜 어이가 없.,라구,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sess15_script04_M022,anger,1.5,4.8,2,나가 그러면은 나가요.,어 | 어요,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sess15_script04_M022,anger,1.5,4.8,3,아 당신 말고도 지원자 많아 나가.,어 | 어,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sess15_script05_M001,happiness,4.1,3.3,1,l/ 야 저거 봐봐.,어,train,0.0,0.0,0.0,0.6,0.4,0.0,0.0
Sess15_script05_M001,happiness,4.1,3.3,2,저 개그맨 진짜 웃기지 않냐?,냐,train,0.0,0.0,0.0,0.6,0.4,0.0,0.0
Sess15_script05_F001,happiness,2.7,2.5,1,뭐가 그렇게 재밌어?,어,train,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Sess15_script05_M002,happiness,4.4,3.5,1,아 웃기잖아.,잖아,train,0.0,0.0,0.0,0.8,0.2,0.0,0.0
Sess15_script05_M002,happiness,4.4,3.5,2,아 근데 바나나 맛있다 어디서 산 거야?,다 | 야,train,0.0,0.0,0.0,0.8,0.2,0.0,0.0
Sess15_script05_M004,happiness,3.9,2.9,1,b/ 아이 모를 수도 있지 뭐.,지,train,0.0,0.0,0.0,0.8,0.2,0.0,0.0
Sess15_script05_M004,happiness,3.9,2.9,2,그게 대수야?,야,train,0.0,0.0,0.0,0.8,0.2,0.0,0.0
Sess15_script05_M004,happiness,3.9,2.9,3,l/ 야 근데 저거 진짜 웃기다.,다,train,0.0,0.0,0.0,0.8,0.2,0.0,0.0
Sess15_script05_M013,sadness,1.2,5.0,1,b/ 그러니까 내가 저번에 너 가슴 아프다고 했을 때 내가 병원에 가라고 했잖아.,잖아,train,1.0,0.0,0.0,0.0,0.0,0.0,0.0
